KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_19Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_19Y8M,2022-10-03,2.2494862323525213,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 19-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 19-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_19Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_19Y9M,2022-10-03,2.249486232358251,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 19-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 19-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y,2022-10-03,1.7869706340793972,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y10M,2022-10-03,1.6467556698603412,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y11M,2022-10-03,1.65907279169113,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y1M,2022-10-03,1.7505037291304868,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y2M,2022-10-03,1.7174983131110961,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y3M,2022-10-03,1.6893047604116616,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y4M,2022-10-03,1.666670657477951,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y5M,2022-10-03,1.6498975763816794,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y6M,2022-10-03,1.6389645628813296,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y7M,2022-10-03,1.6336246657848097,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y8M,2022-10-03,1.6334797136495842,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_1Y9M,2022-10-03,1.6380376131314165,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 1-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 1-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y,2022-10-03,2.249486232371757,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y10M,2022-10-03,2.249486232393153,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y11M,2022-10-03,2.2494862323941733,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y1M,2022-10-03,2.249486232375259,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y2M,2022-10-03,2.249486232378355,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y3M,2022-10-03,2.249486232381092,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y4M,2022-10-03,2.249486232383512,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y5M,2022-10-03,2.2494862323856513,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y6M,2022-10-03,2.249486232387542,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y7M,2022-10-03,2.2494862323892137,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y8M,2022-10-03,2.2494862323906917,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_20Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_20Y9M,2022-10-03,2.249486232391998,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 20-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 20-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y,2022-10-03,2.2494862323950753,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y10M,2022-10-03,2.249486232399942,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y11M,2022-10-03,2.2494862324001734,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y1M,2022-10-03,2.249486232395873,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y2M,2022-10-03,2.249486232396577,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y3M,2022-10-03,2.2494862323972002,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y4M,2022-10-03,2.249486232397751,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y5M,2022-10-03,2.2494862323982376,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y6M,2022-10-03,2.249486232398667,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y7M,2022-10-03,2.249486232399047,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y8M,2022-10-03,2.2494862323993825,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_21Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_21Y9M,2022-10-03,2.249486232399679,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 21-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 21-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_22Y,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_22Y,2022-10-03,2.2494862324003786,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 22-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 22-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_22Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_22Y10M,2022-10-03,2.249486232401481,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 22-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 22-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_22Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_22Y11M,2022-10-03,2.2494862324015337,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 22-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 22-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_22Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_22Y1M,2022-10-03,2.2494862324005593,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 22-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 22-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_22Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_22Y2M,2022-10-03,2.2494862324007188,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 22-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 22-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_22Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_22Y3M,2022-10-03,2.24948623240086,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 22-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 22-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_22Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_22Y4M,2022-10-03,2.2494862324009848,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 22-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 22-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_22Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_22Y5M,2022-10-03,2.2494862324010954,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 22-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 22-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_22Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_22Y6M,2022-10-03,2.2494862324011926,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 22-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 22-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
